id_inventaris,jenis_inventaris,Nama,no_registrasi,tahun_perolehan,nilai_aset,luas,status,alamat,kelurahan_id,kecamatan_id,kondisi,jenis_bangunan,jenis_konstruksi,skpd_id,master_barang_id,kode_gedung
1195E,C,BANGUNAN PERPUSTAKAAN,0001,1990,96523000,281.2,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BTN,868,1051,E
1550F,C,PEMBANGUNAN SARANA AIR BERSIH DAN SANITARY,0001,2008,46649000,2856,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,-,BTN,868,1031,F
1193C,C,LABORATORIUM,0001,1990,100000000,331.25,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BTN,868,1026,C
1191G,C,Bangunan Gedung Pagar bertingkat,0001,1990,135039000,38.4,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,868,1006,G
1191B,C,GEDUNG SEKOLAH RKB,0001,1990,2500000000,951.82,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,BTK,BTN,868,1006,B
1195H,C,Perpustakaan,0001,1990,0,862.5,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,BTK,BBTN,868,1051,H
1432I,C,LAPANGAN,0001,2009,55691850,493,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,-,BTN,868,1019,I
2460J,C,RKB,0003,2013,180000000,499.05,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,868,1061,J
1310K,C,Gedung RKB SMPN 4,0007,2008,119129000,456.25,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BTN,868,1004,K
1310L,C,Pembangunan Gedung,0007,2008,42000000,75,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BTN,868,1004,L
1208A,C,BANGUNAN GEDUNG SEKOLAH,0001,1990,6734852594,1184.07,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,TTK,BTN,1007,1004,A
1209A1,C,Tempat Parkir kanopi galvalum; tidak bertingkat; alamat Jl. S. Supriadi no. 32,0001,2015,28000000,165.07,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,TTK,BTN,1007,1001,A1
1208B,C,Gedung Sekolah,0001,1990,19950000,355.5,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,TTK,BTN,1007,1001,B
1209C,C,TAMAN DAN TEMPAT PARKIR,0001,1990,12500000,86.78,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,TTK,BTN,1007,1001,C
1209C1,C,"pembangunan Taman, Lapangan Upacara dan fasilitas Parkir",0001,2014,38400000,161.12,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,TTK,BTN,1007,1001,C1
2502D,C,"Pengadaan bangunan gedung tempat pendidikan / kamar mandi siswa, Perencanaan, Pengawasan 5,979,600.00",0001,2019,96744563,14.27,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,TTK,BBTN,1007,1002,D
1281F1,C,Pembangunan Gedung,0006,2009,63000000,412.5,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,TTK,BBTN,1007,1061,F1
1735F11,C,PAGAR,0002,2012,2565000,20.9,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,TTK,BBTN,1007,1001,F11
1281E,C,RKB SMPN 5,0006,2009,84000000,385.52,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,BTK,BTN,1007,1061,E
1286F,C,UKS SMPN 5,0011,2009,31500000,412.5,Pemda,"Jl. S. Supriadi No.32, Bendogerit, Kec. Sananwetan, Kota Blita",15,1,B,BTK,BTN,1007,1061,F
1210A,C,RUMAH DINAS KEPALA SEKOLAH,0001,1990,16800000,373.3,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1010,A
1212C,C,BANGUNAN RKB,0001,1990,46800000,1410.104,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1004,C
1213D,C,LABORATORIUM,0001,1990,64000000,298.3,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,BTK,BTN,871,1026,D
1213E,C,Bangunan Lab. Fisika,0001,1990,33768500,309.72,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1026,E
1724J,C,PENGOLAHAN SAMPAH TERPADU,0001,2012,42699000,13.5,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BBTN,871,1061,J
1434H,C,RUMAH PENJAGA,0001,2009,19300000,103.71,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1001,H
1435I,C,TAMAN,0002,2009,13700000,277.4,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1001,I
1213F,C,Ruang Laboratorium Bahasa,0001,1990,48000000,261,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,BTK,BTN,871,1026,F
2458O,C,pembangunan jamban SMPN 7 Blitar (DAK),0013,2018,97808600,33.84,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1002,O
2458P,C,Pembangunan jamban SMPN 7 Blitar (DAK),0013,2018,235822797,28.56,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1002,P
1282N,C,Gedung Sekolah,0007,2009,232548935,135.75,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1061,N
1214G,C,LAPANGAN BASKET,0001,1990,9660000,653.25,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1018,G
1282M,C,Ruang RKB SMPN 7,0007,2009,63000000,491.82,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BBTN,871,1061,M
2168K,C,Tempat parkir :,0001,2017,207450000,550,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BBTN,871,8627,K
1211B,C,MUSHOLA SEKOLAH,0001,1990,44000000,288.86,Pemda,"Jl. Raung No.01, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,871,1014,B
1543A,C,Banguinan Sekolah,0018,1990,40320000,161.6,Pemda,"Jl. Cibareno No.39, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1009,1004,A
1543B,C,GEDUNG SEKOLAH RKB SDLB BENDO,0018,1990,319200000,141,Pemda,"Jl. Cibareno No.39, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1009,1004,B
1625C,C,tahap I pembangunan jamban DAK 2015,0013,2010,61053600,24.6,Pemda,"Jl. Cibareno No.39, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1009,1061,C
1625D,C,SDLB  NEGERI BENDO,0013,2010,29507700,167.4,Pemda,"Jl. Cibareno No.39, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1009,1061,D
1625E,C,RKB/Rehab,0013,2010,355945000,125,Pemda,"Jl. Cibareno No.39, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1009,1061,E
1543F,C,Rehab pagar SDLB Bendo,0018,1990,15300000,42,Pemda,"Jl. Cibareno No.39, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1009,1004,F
1238A,C,LABORATORIUM SDN TANJUNGSARI 2,0015,1990,45000000,337.5,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1004,A
1237B,C,GEDUNG KANTOR SDN TANJUNGSARI 2,0001,1990,38500000,96.6,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1022,B
1230C,C,GEDUNG SEKOLAH RKB SDN TANJUNGSARI 2,0009,1990,283000000,252,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1004,C
1237D,C,Rumah Dinas Guru,0001,1990,36000000,163.76,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1022,D
2396E,C,"Termin (1,2,3) Pembangunan Jamban SDN Tanjungsari 2 (DAK)",0009,2018,97953408,31.95,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1002,E
1564F,C,SDN TANJUNGSARI 2,0008,2007,29265306,25.46,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1051,F
1564G,C,tahap I pembangunan RKB; perpustakaan; Ruang guru dan pembuatan jamban SDN Tanjungsari 2 DAK 2015,0008,2007,165399537,56,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1051,G
1564I,C,DAK Gd Sekolah,0008,2007,100800000,378,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,BTK,BTN,1010,1051,I
1630J,C,PAGAR SDN TANJUNGSARI 2,0007,2010,28940000,35.5,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1001,J
1564L,C,Kontruksi Gedung MCK,0008,2007,10800000,17.64,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1051,L
1564K,C,DAK Gd Sekolah,0008,2007,50400000,115.5,Pemda,"Jl. Mahakam No.135, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",5,3,B,TTK,BTN,1010,1051,K
1242A,C,GEDUNG KANTOR SDN TURI 2,0005,1990,38000000,182,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1022,A
1226B,C,GEDUNG SEKOLAH RKB SDN TURI 2,0005,1990,528500000,147,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1004,B
1561C,C,SDN TURI 2,0005,2007,29265306,252,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1051,C
1561D,C,Kontruksi Gedung MCK,0005,2007,10800000,28,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1051,D
1561E,C,Pembangunan UKS,0005,2007,7200000,21.5,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1051,E
1561F,C,Termin I+II RKB SDN Turi 2,0005,2007,63693000,60,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1051,F
1561G,C,DAK Gd Sekolah,0005,2007,100800000,49,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1051,G
1795H,C,JARINGAN SANITASI SDN TURI 2,0005,2013,13459000,42,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1006,H
1754I,C,PAGAR SDN TURI 2,0003,2012,59266000,20.65,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1011,1006,I
1492J,C,PAVING SDN TURI 2,0005,2009,32124250,324,Pemda,"Jl. Randu Agung No.54, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BBTN,1011,1001,J
1225A,C,GEDUNG SEKOLAH RKB SDN TURI 1,0004,1990,455000000,583,Pemda,"Jl. Beringin 322, Turi, Kec. Sukorejo, Kota Blitar",7,3,B,TTK,BTN,1012,1004,A
1241B,C,GEDUNG KANTOR SDN TURI 1,0004,1990,38000000,205.5,Pemda,"Jl. Beringin 322, Turi, Kec. Sukorejo, Kota Blitar",7,3,B,TTK,BTN,1012,1022,B
1604C,C,Termin 1 Pusat Sumber Belajar SDN Turi 1 Kota Blitar,0048,2007,36558800,63.75,Pemda,"Jl. Beringin 322, Turi, Kec. Sukorejo, Kota Blitar",7,3,B,TTK,BTN,1012,1051,C
1604D,C,Kontruksi Gedung MCK,0048,2007,10800000,64.61,Pemda,"Jl. Beringin 322, Turi, Kec. Sukorejo, Kota Blitar",7,3,B,TTK,BTN,1012,1051,D
1604E,C,SDN TURI 1,0048,2007,29265306,16.2,Pemda,"Jl. Beringin 322, Turi, Kec. Sukorejo, Kota Blitar",7,3,B,TTK,BTN,1012,1051,E
2277F,C,"Rehabilitasi Sedang/Berat Taman lapangan Upacara dan Tempat parkir SDN Turi 1 dan perencanaan, pengawasan ( DIKDAS )",0008,2018,109765000,714,Pemda,"Jl. Beringin 322, Turi, Kec. Sukorejo, Kota Blitar",7,3,B,TTK,BTN,1012,1001,F
1244A,C,GEDUNG KANTOR SDN KARANGSARI 3,0007,1990,18000000,496,Pemda,"Jl. Mangga No.63, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,1013,1022,A
1224B,C,GEDUNG SEKOLAH RKB SDN KARANGSARI 3,0003,1990,428000000,286,Pemda,"Jl. Mangga No.63, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,1013,1004,B
1603C,C,Kontruksi Gedung MCK,0047,2007,10800000,24.5,Pemda,"Jl. Mangga No.63, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,1013,1051,C
1603D,C,Pembangunan UKS,0047,2007,7200000,175.84,Pemda,"Jl. Mangga No.63, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,1013,1051,D
1603E,C,Kontruksi Gedung MCK,0047,2007,10800000,60.74,Pemda,"Jl. Mangga No.63, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,1013,1051,E
2731F,C,PAGAR SDN KARANGSARI 3 (DIKDAS),0125,2019,75539343,22.5,Pemda,"Jl. Mangga No.63, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,1013,1061,F
1244G,C,Rumah Dinas Guru,0007,1990,18000000,83.7,Pemda,"Jl. Mangga No.63, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,1013,1022,G
1603H,C,SDN KARANGSARI 3,0047,2007,29265306,324,Pemda,"Jl. Mangga No.63, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,1013,1051,H
1240A,C,GEDUNG KANTOR SDN KARANGSARI 2,0003,1990,38000000,184,Pemda,"Jl. Randu Agung No.9, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1014,1022,A
1602B,C,SDN KARANGSARI 2,0046,2007,29265306,361,Pemda,"Jl. Randu Agung No.9, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1014,1051,B
1602C,C,DAK Gd Sekolah,0046,2007,25200000,415.36,Pemda,"Jl. Randu Agung No.9, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1014,1051,C
1602D,C,Kontruksi Gedung MCK,0046,2007,10800000,28.98,Pemda,"Jl. Randu Agung No.9, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1014,1051,D
1240E,C,Rumah Dinas Guru,0003,1990,36000000,58.5,Pemda,"Jl. Randu Agung No.9, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1014,1022,E
2432F,C,Termin 1 (100%) Rehab pagar SDN Karangsari 2 ( DIKDAS ),0062,2018,43077500,27.25,Pemda,"Jl. Randu Agung No.9, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1014,1061,F
1240G,C,Rumah Dinas Guru,0003,1990,27000000,129.45,Pemda,"Jl. Randu Agung No.9, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BBTN,1014,1022,G
1544A,C,GEDUNG SEKOLAH RKB SDN TANGGUNG 2,0019,1990,256200000,367.8,Pemda,"Jl. Cipunegara No.149, Tanggung, Kec. Kepanjenkidul, Kota Blitar",14,2,B,TTK,BBTN,1015,1004,A
1648B,C,PAVING SDN TANGGUNG 2,0006,2011,16127000,243.75,Pemda,"Jl. Cipunegara No.149, Tanggung, Kec. Kepanjenkidul, Kota Blitar",14,2,B,TTK,BTN,1015,1001,B
1590C,C,SDN TANGGUNG 2,0034,2007,29265306,266.38,Pemda,"Jl. Cipunegara No.149, Tanggung, Kec. Kepanjenkidul, Kota Blitar",14,2,B,TTK,BTN,1015,1051,C
1590D,C,Pembangunan UKS,0034,2007,12960000,324.98,Pemda,"Jl. Cipunegara No.149, Tanggung, Kec. Kepanjenkidul, Kota Blitar",14,2,B,TTK,BTN,1015,1051,D
2435E,C,Rehab pagar SDN Tanggung 2 ( DIKDAS ),0065,2018,53850000,71.25,Pemda,"Jl. Cipunegara No.149, Tanggung, Kec. Kepanjenkidul, Kota Blitar",14,2,B,TTK,BTN,1015,1061,E
1545A,C,GEDUNG SEKOLAH RKB SDN TANGGUNG 1,0020,1990,283360000,457.4,Pemda,"Jl. Ciliwung No 296, Tanggung, Kecamatan Kepanjenkidul Kota Blitar",14,2,B,TTK,BTN,1016,1004,A
1545B,C,"Perencanaan, pengawasan, Rehab MCK dan Tempat Wudhu SDN Tanggung 1",0020,1990,21501750,347.52,Pemda,"Jl. Ciliwung No 296, Tanggung, Kecamatan Kepanjenkidul Kota Blitar",14,2,B,TTK,BTN,1016,1004,B
1589C,C,Kontruksi Gedung MCK,0033,2007,6000000,23.92,Pemda,"Jl. Ciliwung No 296, Tanggung, Kecamatan Kepanjenkidul Kota Blitar",14,2,B,TTK,BTN,1016,1051,C
2399D,C,"Termin (1,2,3) Pembangunan Jamban 1 Paket SDN Tanggung 1 (DAK)",0012,2018,97953408,29.2,Pemda,"Jl. Ciliwung No 296, Tanggung, Kecamatan Kepanjenkidul Kota Blitar",14,2,B,TTK,BTN,1016,1002,D
1758E,C,"Lapangan Upacara,Tempat parkir,pagar dan Gapura SDN Tanggung 1",0015,2012,30399000,0,Pemda,"Jl. Ciliwung No 296, Tanggung, Kecamatan Kepanjenkidul Kota Blitar",14,2,B,TTK,BTN,1016,1001,E
1540A,C,"GEDUNG PENJAGA SEKOLAH	SDN BENDO 2",0004,1990,10080000,50.35,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BTN,1017,1010,A
1541B,C,GEDUNG KANTOR / GURU SDN BENDO 2,0005,1990,13440000,87.15,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BTN,1017,1010,B
1542C,C,GEDUNG SEKOLAH RKB SDN BENDO 2,0017,1990,250960000,703.42,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BTN,1017,1004,C
1541D,C,Rumah Dinas Kepala Sekolah,0005,1990,13440000,131.25,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BTN,1017,1010,D
1647E,C,PAVING SDN BENDO 2,0005,2011,36602000,183.75,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BTN,1017,1001,E
1759F,C,PARKIR SDN BENDO 2,0016,2012,14475000,48.09,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BBTN,1017,1001,F
1805G,C,PAGAR SDN BENDO 2,0001,2013,46414000,63.75,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BBTN,1017,1061,G
1878H,C,Perpustakaan SDN BENDO 2,0018,2014,31193000,90.36,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BBTN,1017,1001,H
1588I,C,tahap I pembangunan jamban SDN Bendo 2 DAK 2015,0032,2007,17095098,14.4,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BTN,1017,1051,I
1588J,C,DAK Gd Sekolah,0032,2007,7200000,218.4,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BTN,1017,1051,J
1588K,C,SDN BENDO 2,0032,2007,29265306,75.2,Pemda,"Jl. Cimedang No.10, Bendo, Kec. Kepanjenkidul, Kota Blitar",8,2,B,TTK,BTN,1017,1051,K
1520A,C,Gedung Sekolah,0001,1990,249800000,162.84,Pemda,"Jl. Kalibrantas No.55, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,TTK,BTN,1018,1004,A
1520B,C,Gedung Sekolah,0001,1990,593440000,158.11,Pemda,"Jl. Kalibrantas No.55, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,BTK,BTN,1018,1004,B
1520C,C,"GEDUNG SEKOLAH RKB	 SDN KAUMAN 2",0001,1990,175320000,161.25,Pemda,"Jl. Kalibrantas No.55, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,-,BTN,1018,1004,C
1585D,C,Kontruksi Gedung MCK,0029,2007,6000000,33.95,Pemda,"Jl. Kalibrantas No.55, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,TTK,BTN,1018,1051,D
1525A,C,"GEDUNG SEKOLAH RKB	 SDN KEPANJENKIDUL 3",0006,1990,28000000,765.68,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1004,A
1525B,C,Gedung Sekolah,0006,1990,219840000,280.86,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1004,B
1527C,C,Gedung Sekolah,0008,1990,256800000,402.48,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1004,C
1525D,C,Gedung Sekolah,0006,1990,178400000,269.89,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1004,D
1522E,C,LABORATORIUM SDN KEPANJENKIDUL 2,0003,1990,19600000,60,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1004,E
1774F,C,LAPANGAN SDN KEPANJENKIDUL 3,0001,2013,12936000,844.8,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1006,F
1525G,C,Gedung Sekolah,0006,1990,42840000,93.93,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BBTN,1019,1004,G
1582H,C,Kontruksi Gedung MCK,0026,2007,6000000,30,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1051,H
2287I,C,"Termin (1,2,3) pembangunan jamban 1 paket SDN Kepanjenkidul 2 (DAK)",0001,2018,97953408,34.56,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1002,I
2705J,C,RUMAH PENJAGA SDN KEPANJENKIDUL 2 (DIKDAS),0101,2019,106542242.5,24.8,Pemda,"Jl. Veteran No. 90, Kepanjenkidul, Kecamatan KepanjenKidul Kota Blitar",10,2,B,TTK,BTN,1019,1061,J
1239A,C,GEDUNG KANTOR SDN KARANGSARI 1,0002,1990,12000000,255.84,Pemda,"Jl. Cemara No.183, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1020,1022,A
1223B,C,GEDUNG SEKOLAH RKB SDN KARANGSARI 1,0002,1990,115700000,435.4,Pemda,"Jl. Cemara No.183, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1020,1004,B
1601C,C,DAK Gd Sekolah,0045,2007,8640000,144.15,Pemda,"Jl. Cemara No.183, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1020,1051,C
1601D,C,Kontruksi Gedung MCK,0045,2007,10800000,27.81,Pemda,"Jl. Cemara No.183, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1020,1051,D
1806E,C,PAVING SDN KARANGSARI 1,0007,2013,15679000,462,Pemda,"Jl. Cemara No.183, Karangsari, Kec. Sukorejo, Kota Blitar",2,3,B,TTK,BTN,1020,1006,E
1246A,C,GEDUNG KANTOR  SDN TLUMPU,0009,1990,18000000,360,Pemda,"Jl. Cemara No.309, Tlumpu, Kec. Sukorejo, Kota Blitar",6,3,B,TTK,BTN,1021,1022,A
1235B,C,GEDUNG SEKOLAH RKB SDN TLUMPU,0013,1990,163000000,149.6,Pemda,"Jl. Cemara No.309, Tlumpu, Kec. Sukorejo, Kota Blitar",6,3,B,TTK,BTN,1021,1004,B
1246C,C,Rumah Dinas Guru,0009,1990,18000000,113.9,Pemda,"Jl. Cemara No.309, Tlumpu, Kec. Sukorejo, Kota Blitar",6,3,B,TTK,BTN,1021,1022,C
